ja-JP	en-US	start_longitude	start_latitude	end_longitude	end_latitude	first_julian_day	last_julian_day
最澄	Saichō	135.96	34.9997	135.96	34.9997	2001855	2005583
最澄	Saichō	135.96	34.9997	135.8667	35	2005583	2005584
最澄	Saichō	135.8667	35	135.8667	35	2005584	2008138
最澄	Saichō	135.8667	35	135.8372	34.6868	2008138	2008140
最澄	Saichō	135.8372	34.6868	135.8372	34.6868	2008140	2009234
最澄	Saichō	135.8372	34.6868	135.8363	35.0667	2009234	2009236
最澄	Saichō	135.8363	35.0667	135.8363	35.0667	2009236	2015295
最澄	Saichō	135.8363	35.0667	108.9333	34.2667	2015295	2015359
最澄	Saichō	108.9333	34.2667	108.9333	34.2667	2015359	2015584
最澄	Saichō	108.9333	34.2667	135.8363	35.0667	2015584	2015648
最澄	Saichō	135.8363	35.0667	135.8363	35.0667	2015648	2021862
最澄	Saichō	135.8363	35.0667	135.8363	35.0667	2021862	2021863
最澄	Saichō	135.8363	35.0667	135.8363	35.0667	2021863	2021893
